tx_id,exp_date,dept_id,vendor_name,amount,description,month,anomaly_score,anomaly_status
5932,2022-01-05,8,Vendor_12,7966.37,Standard operational expense,1,1,Normal
5933,2022-03-24,8,Vendor_46,12804.22,Standard operational expense,3,1,Normal
5934,2021-06-25,5,Vendor_5,1221.34,Standard operational expense,6,1,Normal
5935,2022-04-15,5,Vendor_5,14124.2,Standard operational expense,4,1,Normal
5936,2023-12-29,3,Vendor_50,13995.99,Standard operational expense,12,1,Normal
5937,2022-05-01,2,Vendor_84,815.58,Standard operational expense,5,1,Normal
5938,2018-06-24,4,Vendor_81,8367.15,Standard operational expense,6,1,Normal
5939,2024-11-21,7,Vendor_4,7680.23,Standard operational expense,11,1,Normal
5940,2020-08-12,4,Vendor_62,7075.85,Standard operational expense,8,1,Normal
5941,2018-12-06,1,Vendor_79,7445.93,Standard operational expense,12,1,Normal
5942,2023-01-23,7,Vendor_80,5482.62,Standard operational expense,1,1,Normal
5943,2020-12-19,5,Vendor_22,2048.91,Standard operational expense,12,1,Normal
5944,2024-01-17,5,Vendor_81,7409.7,Standard operational expense,1,1,Normal
5945,2021-03-02,5,Vendor_91,3183.6,Standard operational expense,3,1,Normal
5946,2024-09-02,5,Vendor_18,6233.6,Standard operational expense,9,1,Normal
5947,2018-12-17,6,Vendor_77,5793.42,Standard operational expense,12,1,Normal
5948,2018-04-27,4,Vendor_21,11580.83,Standard operational expense,4,1,Normal
5949,2022-08-31,8,Vendor_20,8160.85,Standard operational expense,8,1,Normal
5950,2019-04-10,8,Vendor_5,9294.44,Standard operational expense,4,1,Normal
5951,2019-06-10,8,Vendor_52,8196.21,Standard operational expense,6,1,Normal
5952,2021-05-24,7,Vendor_3,706.01,Standard operational expense,5,1,Normal
5953,2023-03-26,1,Vendor_83,11735.64,Standard operational expense,3,1,Normal
5954,2021-07-27,4,Vendor_1,892.0,Standard operational expense,7,1,Normal
5955,2023-07-28,3,Vendor_18,1269.18,Standard operational expense,7,1,Normal
5956,2019-04-07,2,Vendor_24,947.62,Standard operational expense,4,1,Normal
5957,2024-03-19,7,Vendor_99,7567.38,Standard operational expense,3,1,Normal
5958,2023-07-18,8,Vendor_62,11010.38,Standard operational expense,7,1,Normal
5959,2023-11-22,6,Vendor_7,58917.36,Emergency Year-end Fund Utilization,11,1,Normal
5960,2019-02-15,1,Vendor_13,9658.16,Standard operational expense,2,1,Normal
5961,2020-02-24,1,Vendor_90,12886.86,Standard operational expense,2,1,Normal
5962,2022-05-28,5,Vendor_4,11758.35,Standard operational expense,5,1,Normal
5963,2023-08-26,5,Vendor_58,12592.15,Standard operational expense,8,1,Normal
5964,2020-08-08,3,Vendor_81,9907.14,Standard operational expense,8,1,Normal
5965,2018-01-18,2,Vendor_76,379.08,Standard operational expense,1,1,Normal
5966,2022-05-12,1,Vendor_12,7179.69,Standard operational expense,5,1,Normal
5967,2023-04-17,3,Vendor_67,775.44,Standard operational expense,4,1,Normal
5968,2020-05-06,5,Vendor_67,369.19,Standard operational expense,5,1,Normal
5969,2019-08-26,2,Vendor_18,9172.4,Standard operational expense,8,1,Normal
5970,2024-08-28,5,Vendor_74,9158.56,Standard operational expense,8,1,Normal
5971,2019-04-30,5,Vendor_11,3088.0,Standard operational expense,4,1,Normal
5972,2019-09-16,1,Vendor_94,9709.96,Standard operational expense,9,1,Normal
5973,2023-11-02,2,Vendor_95,13122.59,Standard operational expense,11,1,Normal
5974,2019-08-28,8,Vendor_53,5031.18,Standard operational expense,8,1,Normal
5975,2022-08-07,2,Vendor_2,6837.6,Standard operational expense,8,1,Normal
5976,2023-06-01,2,Vendor_82,7378.85,Standard operational expense,6,1,Normal
5977,2023-01-04,5,Vendor_78,7887.39,Standard operational expense,1,1,Normal
5978,2023-09-23,1,Vendor_27,1269.54,Standard operational expense,9,1,Normal
5979,2021-12-05,5,Vendor_89,4301.92,Standard operational expense,12,1,Normal
5980,2022-10-12,6,Vendor_33,75260.28,Emergency Year-end Fund Utilization,10,-1,Anomaly
5981,2023-11-19,6,Vendor_62,82752.78,Emergency Year-end Fund Utilization,11,-1,Anomaly
5982,2018-12-04,2,Vendor_23,7413.03,Standard operational expense,12,1,Normal
5983,2024-03-14,1,Vendor_25,2749.27,Standard operational expense,3,1,Normal
5984,2020-09-18,5,Vendor_57,7641.93,Standard operational expense,9,1,Normal
5985,2019-12-18,1,Vendor_25,8585.43,Standard operational expense,12,1,Normal
5986,2022-11-12,7,Vendor_52,9759.31,Standard operational expense,11,1,Normal
5987,2022-06-04,8,Vendor_30,8568.58,Standard operational expense,6,1,Normal
5988,2019-09-27,3,Vendor_43,3300.73,Standard operational expense,9,1,Normal
5989,2019-11-29,1,Vendor_69,11622.52,Standard operational expense,11,1,Normal
5990,2019-05-13,8,Vendor_84,13287.75,Standard operational expense,5,1,Normal
5991,2018-11-04,8,Vendor_40,10514.24,Standard operational expense,11,1,Normal
5992,2021-05-28,5,Vendor_89,4301.18,Standard operational expense,5,1,Normal
5993,2022-10-04,5,Vendor_84,13183.94,Standard operational expense,10,1,Normal
5994,2021-03-23,8,Vendor_59,1959.78,Standard operational expense,3,1,Normal
5995,2024-02-03,5,Vendor_12,7022.16,Standard operational expense,2,1,Normal
5996,2021-04-24,1,Vendor_6,2450.38,Standard operational expense,4,1,Normal
5997,2021-03-04,5,Vendor_72,6318.39,Standard operational expense,3,1,Normal
5998,2018-09-16,8,Vendor_85,8777.71,Standard operational expense,9,1,Normal
5999,2023-12-17,6,Vendor_7,18174.84,Emergency Year-end Fund Utilization,12,1,Normal
6000,2019-03-23,7,Vendor_30,12988.03,Standard operational expense,3,1,Normal
6001,2021-10-06,6,Vendor_36,39488.04,Emergency Year-end Fund Utilization,10,1,Normal
6002,2023-10-16,5,Vendor_11,4967.5,Standard operational expense,10,1,Normal
6003,2022-10-20,2,Vendor_60,13516.04,Standard operational expense,10,1,Normal
6004,2019-10-12,2,Vendor_63,12594.81,Standard operational expense,10,1,Normal
6005,2018-07-08,7,Vendor_38,7762.11,Standard operational expense,7,1,Normal
6006,2023-03-27,1,Vendor_45,8167.3,Standard operational expense,3,1,Normal
6007,2021-11-09,5,Vendor_67,9024.6,Standard operational expense,11,1,Normal
6008,2019-04-19,7,Vendor_23,6081.66,Standard operational expense,4,1,Normal
6009,2019-11-25,8,Vendor_36,6822.75,Standard operational expense,11,1,Normal
6010,2021-05-20,8,Vendor_97,9477.5,Standard operational expense,5,1,Normal
6011,2020-07-12,2,Vendor_81,10061.02,Standard operational expense,7,1,Normal
6012,2020-04-20,4,Vendor_46,14190.28,Standard operational expense,4,1,Normal
6013,2024-10-15,4,Vendor_60,11104.5,Standard operational expense,10,1,Normal
6014,2024-11-14,6,Vendor_53,4585.58,Standard operational expense,11,1,Normal
6015,2018-05-25,3,Target_Vendor_A,21000.0,Project Alpha Phase 1,5,1,Normal
6016,2024-12-06,2,Vendor_83,11126.79,Standard operational expense,12,1,Normal
6017,2024-05-04,4,Vendor_92,8970.13,Standard operational expense,5,1,Normal
6018,2021-11-12,6,Vendor_46,2941.41,Standard operational expense,11,1,Normal
6019,2020-11-26,1,Vendor_47,6642.66,Standard operational expense,11,1,Normal
6020,2022-11-15,5,Vendor_88,8381.36,Standard operational expense,11,1,Normal
6021,2019-06-02,1,Vendor_37,8746.8,Standard operational expense,6,1,Normal
6022,2023-09-04,8,Vendor_49,10037.09,Standard operational expense,9,1,Normal
6023,2022-07-16,3,Vendor_53,362.49,Standard operational expense,7,1,Normal
6024,2024-10-19,6,Vendor_47,10904.51,Standard operational expense,10,1,Normal
6025,2023-09-22,4,Vendor_16,3416.05,Standard operational expense,9,1,Normal
6026,2022-11-25,6,Vendor_21,7060.13,Standard operational expense,11,1,Normal
6027,2021-12-05,6,Vendor_19,12007.62,Emergency Year-end Fund Utilization,12,1,Normal
6028,2023-09-04,3,Vendor_53,6778.76,Standard operational expense,9,1,Normal
6029,2024-04-17,2,Vendor_42,3901.16,Standard operational expense,4,1,Normal
6030,2024-02-01,3,Vendor_6,14157.07,Standard operational expense,2,1,Normal
6031,2019-10-01,6,Vendor_81,7420.53,Standard operational expense,10,1,Normal
6032,2019-08-13,2,Vendor_62,2504.46,Standard operational expense,8,1,Normal
6033,2022-12-09,6,Vendor_88,2520.94,Standard operational expense,12,1,Normal
6034,2020-04-25,5,Vendor_32,6182.95,Standard operational expense,4,1,Normal
6035,2019-05-08,1,Vendor_46,6803.45,Standard operational expense,5,1,Normal
6036,2020-08-21,1,Vendor_81,3525.06,Standard operational expense,8,1,Normal
6037,2023-06-10,5,Vendor_18,9963.94,Standard operational expense,6,1,Normal
6038,2024-03-12,3,Vendor_51,11964.61,Standard operational expense,3,1,Normal
6039,2019-07-02,1,Vendor_12,14293.69,Standard operational expense,7,1,Normal
6040,2023-04-09,8,Vendor_91,3586.55,Standard operational expense,4,1,Normal
6041,2021-02-21,8,Vendor_14,526.29,Standard operational expense,2,1,Normal
6042,2023-03-03,3,Vendor_57,3584.63,Standard operational expense,3,1,Normal
6043,2022-08-13,1,Vendor_77,11844.26,Standard operational expense,8,1,Normal
6044,2024-05-21,2,Vendor_54,8637.6,Standard operational expense,5,1,Normal
6045,2022-02-09,8,Vendor_76,3864.03,Standard operational expense,2,1,Normal
6046,2018-09-17,1,Vendor_56,5400.83,Standard operational expense,9,1,Normal
6047,2020-11-05,1,Vendor_86,3492.95,Standard operational expense,11,1,Normal
6048,2019-04-22,4,Vendor_56,3630.04,Standard operational expense,4,1,Normal
6049,2024-11-14,6,Vendor_22,7505.3,Standard operational expense,11,1,Normal
6050,2024-02-06,2,Vendor_96,14144.41,Standard operational expense,2,1,Normal
6051,2019-12-31,3,Vendor_76,14974.6,Standard operational expense,12,1,Normal
6052,2024-07-14,3,Vendor_96,1024.47,Standard operational expense,7,1,Normal
6053,2021-01-13,3,Vendor_76,6174.3,Standard operational expense,1,1,Normal
6054,2021-06-30,7,Vendor_89,14366.62,Standard operational expense,6,1,Normal
6055,2021-10-13,4,Vendor_35,10999.73,Standard operational expense,10,1,Normal
6056,2024-06-23,2,Vendor_20,6903.4,Standard operational expense,6,1,Normal
6057,2022-10-31,3,Vendor_72,6346.63,Standard operational expense,10,1,Normal
6058,2024-04-04,8,Vendor_80,11866.98,Standard operational expense,4,1,Normal
6059,2021-10-26,6,Vendor_11,82413.6,Emergency Year-end Fund Utilization,10,-1,Anomaly
6060,2020-07-26,7,Vendor_92,11556.81,Standard operational expense,7,1,Normal
6061,2021-05-24,3,Vendor_79,3926.61,Standard operational expense,5,1,Normal
6062,2022-07-08,1,Vendor_22,8632.0,Standard operational expense,7,1,Normal
6063,2018-06-06,2,Vendor_47,9536.93,Standard operational expense,6,1,Normal
6064,2021-09-15,3,Vendor_45,949.4,Standard operational expense,9,1,Normal
6065,2018-04-30,3,Vendor_21,1413.88,Standard operational expense,4,1,Normal
6066,2018-05-03,5,Vendor_21,5983.13,Standard operational expense,5,1,Normal
6067,2018-09-14,2,Vendor_86,1874.7,Standard operational expense,9,1,Normal
6068,2021-07-16,5,Vendor_21,3703.03,Standard operational expense,7,1,Normal
6069,2021-03-17,4,Vendor_50,10433.54,Standard operational expense,3,1,Normal
6070,2019-08-31,3,Vendor_79,1808.88,Standard operational expense,8,1,Normal
6071,2023-11-23,3,Vendor_99,8455.13,Standard operational expense,11,1,Normal
6072,2022-08-10,1,Vendor_50,11751.71,Standard operational expense,8,1,Normal
6073,2024-06-08,1,Vendor_10,12820.07,Standard operational expense,6,1,Normal
6074,2019-10-10,2,Vendor_34,5771.88,Standard operational expense,10,1,Normal
6075,2023-10-27,6,Vendor_1,75756.9,Emergency Year-end Fund Utilization,10,-1,Anomaly
6076,2021-04-14,1,Vendor_84,11524.88,Standard operational expense,4,1,Normal
6077,2018-08-10,5,Vendor_17,1658.84,Standard operational expense,8,1,Normal
6078,2024-10-28,2,Vendor_38,9308.53,Standard operational expense,10,1,Normal
6079,2020-11-02,3,Vendor_82,2107.86,Standard operational expense,11,1,Normal
6080,2024-08-09,1,Vendor_68,12217.47,Standard operational expense,8,1,Normal
6081,2018-02-26,1,Vendor_23,11353.02,Standard operational expense,2,1,Normal
6082,2021-11-04,5,Vendor_87,1241.38,Standard operational expense,11,1,Normal
6083,2019-02-14,5,Vendor_44,4142.71,Standard operational expense,2,1,Normal
6084,2023-06-07,4,Vendor_23,7082.68,Standard operational expense,6,1,Normal
6085,2020-01-15,2,Vendor_92,14304.5,Standard operational expense,1,1,Normal
6086,2024-11-21,2,Vendor_79,808.46,Standard operational expense,11,1,Normal
6087,2018-03-22,7,Vendor_80,5564.08,Standard operational expense,3,1,Normal
6088,2021-12-01,7,Vendor_33,8138.89,Standard operational expense,12,1,Normal
6089,2023-09-14,1,Vendor_24,2798.57,Standard operational expense,9,1,Normal
6090,2023-07-01,2,Vendor_39,2315.62,Standard operational expense,7,1,Normal
6091,2019-12-02,1,Vendor_25,7459.39,Standard operational expense,12,1,Normal
6092,2021-08-04,3,Vendor_33,4880.28,Standard operational expense,8,1,Normal
6093,2023-04-23,3,Vendor_16,4513.0,Standard operational expense,4,1,Normal
6094,2020-01-09,3,Vendor_98,10605.72,Standard operational expense,1,1,Normal
6095,2023-12-04,5,Vendor_25,9365.66,Standard operational expense,12,1,Normal
6096,2018-12-15,8,Vendor_96,2922.9,Standard operational expense,12,1,Normal
6097,2022-04-06,7,Vendor_23,7131.45,Standard operational expense,4,1,Normal
6098,2019-06-29,8,Vendor_69,14517.23,Standard operational expense,6,1,Normal
6099,2018-10-24,2,Vendor_88,6036.21,Standard operational expense,10,1,Normal
6100,2021-11-24,6,Vendor_93,45736.08,Emergency Year-end Fund Utilization,11,1,Normal
6101,2020-12-12,8,Vendor_7,3199.9,Standard operational expense,12,1,Normal
6102,2019-12-22,4,Vendor_25,5014.43,Standard operational expense,12,1,Normal
6103,2020-08-19,3,Vendor_93,10756.92,Standard operational expense,8,1,Normal
6104,2021-10-03,7,Vendor_86,12541.43,Standard operational expense,10,1,Normal
6105,2019-03-30,3,Vendor_60,10692.05,Standard operational expense,3,1,Normal
6106,2022-08-27,4,Vendor_2,4045.13,Standard operational expense,8,1,Normal
6107,2020-08-10,3,Vendor_22,12162.73,Standard operational expense,8,1,Normal
6108,2019-11-15,6,Vendor_56,77459.58,Emergency Year-end Fund Utilization,11,-1,Anomaly
6109,2018-04-20,2,Vendor_88,3108.39,Standard operational expense,4,1,Normal
6110,2019-11-01,4,Vendor_62,14353.15,Standard operational expense,11,1,Normal
6111,2020-02-01,8,Vendor_68,1364.66,Standard operational expense,2,1,Normal
6112,2023-10-28,4,Vendor_61,558.22,Standard operational expense,10,1,Normal
6113,2024-01-06,2,Vendor_48,7257.92,Standard operational expense,1,1,Normal
6114,2020-12-14,8,Vendor_38,2055.81,Standard operational expense,12,1,Normal
6115,2019-03-27,5,Vendor_10,8403.44,Standard operational expense,3,1,Normal
6116,2021-09-16,4,Vendor_35,13391.18,Standard operational expense,9,1,Normal
6117,2020-06-26,5,Vendor_85,11082.89,Standard operational expense,6,1,Normal
6118,2021-01-19,4,Vendor_22,13528.01,Standard operational expense,1,1,Normal
6119,2022-08-06,4,Vendor_14,13045.62,Standard operational expense,8,1,Normal
6120,2020-11-29,2,Vendor_43,4052.89,Standard operational expense,11,1,Normal
6121,2019-03-26,3,Vendor_50,7313.67,Standard operational expense,3,1,Normal
6122,2020-06-03,4,Vendor_6,7531.4,Standard operational expense,6,1,Normal
6123,2021-10-27,7,Vendor_67,6813.9,Standard operational expense,10,1,Normal
6124,2018-12-19,4,Vendor_21,11544.41,Standard operational expense,12,1,Normal
6125,2024-06-25,5,Vendor_48,14569.47,Standard operational expense,6,1,Normal
6126,2019-07-22,4,Vendor_95,5356.81,Standard operational expense,7,1,Normal
6127,2019-01-03,1,Vendor_24,629.0,Standard operational expense,1,1,Normal
6128,2021-09-30,3,Vendor_59,341.15,Standard operational expense,9,1,Normal
6129,2023-01-17,2,Vendor_79,2153.0,Standard operational expense,1,1,Normal
6130,2022-07-03,4,Vendor_5,12177.68,Standard operational expense,7,1,Normal
6131,2024-01-03,4,Vendor_19,4768.58,Standard operational expense,1,1,Normal
6132,2018-03-28,2,Vendor_59,570.81,Standard operational expense,3,1,Normal
6133,2023-01-29,2,Vendor_48,793.13,Standard operational expense,1,1,Normal
6134,2023-01-28,2,Vendor_27,6964.44,Standard operational expense,1,1,Normal
6135,2024-04-28,7,Vendor_6,13735.6,Standard operational expense,4,1,Normal
6136,2021-02-02,8,Vendor_54,13091.52,Standard operational expense,2,1,Normal
6137,2023-06-28,1,Vendor_87,112.77,Standard operational expense,6,1,Normal
6138,2018-01-23,4,Vendor_7,7808.41,Standard operational expense,1,1,Normal
6139,2024-04-19,4,Vendor_33,12178.24,Standard operational expense,4,1,Normal
6140,2018-03-20,3,Vendor_65,6213.55,Standard operational expense,3,1,Normal
6141,2024-07-03,7,Vendor_30,724.84,Standard operational expense,7,1,Normal
6142,2019-07-01,2,Vendor_68,5094.38,Standard operational expense,7,1,Normal
6143,2021-08-09,5,Vendor_45,7494.83,Standard operational expense,8,1,Normal
6144,2024-06-02,8,Vendor_12,10682.78,Standard operational expense,6,1,Normal
6145,2023-10-15,6,Vendor_16,9935.78,Standard operational expense,10,1,Normal
6146,2023-04-17,5,Vendor_31,6545.21,Standard operational expense,4,1,Normal
6147,2020-03-31,8,Vendor_49,1671.18,Standard operational expense,3,1,Normal
6148,2024-02-03,3,Vendor_38,4805.2,Standard operational expense,2,1,Normal
6149,2021-03-19,5,Vendor_46,11002.93,Standard operational expense,3,1,Normal
6150,2024-01-24,5,Vendor_68,10176.08,Standard operational expense,1,1,Normal
6151,2023-11-15,7,Vendor_68,14755.62,Standard operational expense,11,1,Normal
6152,2018-10-18,8,Vendor_36,2206.22,Standard operational expense,10,1,Normal
6153,2024-11-01,6,Vendor_70,79408.86,Emergency Year-end Fund Utilization,11,-1,Anomaly
6154,2020-01-16,4,Vendor_46,11936.97,Standard operational expense,1,1,Normal
6155,2019-11-30,6,Vendor_12,11967.4,Standard operational expense,11,1,Normal
6156,2023-01-20,3,Vendor_1,665.94,Standard operational expense,1,1,Normal
6157,2023-07-04,8,Vendor_93,7752.3,Standard operational expense,7,1,Normal
6158,2019-03-27,4,Vendor_39,2547.72,Standard operational expense,3,1,Normal
6159,2024-12-01,4,Vendor_97,10092.03,Standard operational expense,12,1,Normal
6160,2021-10-08,8,Vendor_11,14607.36,Standard operational expense,10,1,Normal
6161,2020-11-18,1,Vendor_51,6521.54,Standard operational expense,11,1,Normal
6162,2018-12-30,6,Vendor_36,6792.05,Standard operational expense,12,1,Normal
6163,2020-03-06,4,Vendor_89,6941.68,Standard operational expense,3,1,Normal
6164,2018-10-18,5,Vendor_76,8620.95,Standard operational expense,10,1,Normal
6165,2021-06-04,4,Vendor_76,5539.76,Standard operational expense,6,1,Normal
6166,2022-11-26,2,Vendor_82,10057.51,Standard operational expense,11,1,Normal
6167,2018-06-07,8,Vendor_77,10360.13,Standard operational expense,6,1,Normal
6168,2022-10-11,6,Vendor_85,2737.14,Emergency Year-end Fund Utilization,10,1,Normal
6169,2020-05-19,3,Vendor_28,5584.24,Standard operational expense,5,1,Normal
6170,2021-10-19,5,Vendor_27,6058.01,Standard operational expense,10,1,Normal
6171,2022-04-12,5,Vendor_39,11035.51,Standard operational expense,4,1,Normal
6172,2019-07-23,7,Vendor_93,5309.07,Standard operational expense,7,1,Normal
6173,2022-05-19,8,Vendor_30,8891.19,Standard operational expense,5,1,Normal
6174,2018-05-31,1,Vendor_61,1660.11,Standard operational expense,5,1,Normal
6175,2022-12-01,1,Vendor_34,13227.04,Standard operational expense,12,1,Normal
6176,2024-08-24,3,Vendor_73,8930.9,Standard operational expense,8,1,Normal
6177,2023-09-10,7,Vendor_2,11679.44,Standard operational expense,9,1,Normal
6178,2021-03-04,2,Vendor_55,1567.87,Standard operational expense,3,1,Normal
6179,2018-07-23,3,Vendor_59,3099.36,Standard operational expense,7,1,Normal
6180,2020-09-14,4,Vendor_11,10870.53,Standard operational expense,9,1,Normal
6181,2022-09-23,2,Vendor_26,12950.33,Standard operational expense,9,1,Normal
6182,2020-06-26,8,Vendor_69,11511.4,Standard operational expense,6,1,Normal
6183,2018-07-18,5,Vendor_89,4593.89,Standard operational expense,7,1,Normal
6184,2024-03-18,5,Vendor_11,8273.23,Standard operational expense,3,1,Normal
6185,2021-03-29,8,Vendor_34,1974.38,Standard operational expense,3,1,Normal
6186,2023-03-18,2,Vendor_21,9676.73,Standard operational expense,3,1,Normal
6187,2018-12-01,5,Vendor_67,7735.34,Standard operational expense,12,1,Normal
6188,2023-05-17,8,Vendor_35,8228.46,Standard operational expense,5,1,Normal
6189,2018-12-05,3,Vendor_39,739.39,Standard operational expense,12,1,Normal
6190,2020-10-30,2,Vendor_6,2142.41,Standard operational expense,10,1,Normal
6191,2019-03-06,3,Vendor_33,3179.25,Standard operational expense,3,1,Normal
6192,2022-06-01,3,Vendor_22,14616.66,Standard operational expense,6,1,Normal
6193,2019-05-06,4,Vendor_5,697.65,Standard operational expense,5,1,Normal
6194,2023-01-23,8,Vendor_40,5206.74,Standard operational expense,1,1,Normal
6195,2019-05-16,8,Vendor_7,9926.25,Standard operational expense,5,1,Normal
6196,2021-05-07,3,Vendor_41,9485.64,Standard operational expense,5,1,Normal
6197,2023-08-02,2,Vendor_91,2894.17,Standard operational expense,8,1,Normal
6198,2018-04-19,7,Vendor_10,9853.19,Standard operational expense,4,1,Normal
6199,2018-07-21,2,Vendor_68,7769.69,Standard operational expense,7,1,Normal
6200,2018-11-23,2,Vendor_53,12900.26,Standard operational expense,11,1,Normal
6201,2020-09-14,4,Vendor_97,11487.88,Standard operational expense,9,1,Normal
6202,2020-12-17,6,Vendor_76,89905.5,Emergency Year-end Fund Utilization,12,-1,Anomaly
6203,2023-03-30,2,Vendor_99,11982.97,Standard operational expense,3,1,Normal
6204,2021-12-23,5,Vendor_59,3928.84,Standard operational expense,12,1,Normal
6205,2023-03-03,4,Vendor_84,1370.08,Standard operational expense,3,1,Normal
6206,2024-08-21,1,Vendor_76,11708.56,Standard operational expense,8,1,Normal
6207,2021-10-10,1,Vendor_17,11190.14,Standard operational expense,10,1,Normal
6208,2019-06-23,1,Vendor_64,14403.78,Standard operational expense,6,1,Normal
6209,2020-11-28,2,Vendor_54,5824.42,Standard operational expense,11,1,Normal
6210,2020-12-04,8,Vendor_31,7075.94,Standard operational expense,12,1,Normal
6211,2020-09-29,1,Vendor_78,7626.85,Standard operational expense,9,1,Normal
6212,2018-10-28,1,Vendor_22,11980.13,Standard operational expense,10,1,Normal
6213,2018-06-10,3,Vendor_83,3918.18,Standard operational expense,6,1,Normal
6214,2018-06-22,7,Vendor_70,13905.53,Standard operational expense,6,1,Normal
6215,2018-01-06,4,Vendor_63,2254.96,Standard operational expense,1,1,Normal
6216,2023-08-08,1,Vendor_40,2008.37,Standard operational expense,8,1,Normal
6217,2021-04-03,7,Vendor_9,5449.44,Standard operational expense,4,1,Normal
6218,2020-05-26,8,Vendor_37,691.01,Standard operational expense,5,1,Normal
6219,2024-09-11,3,Vendor_78,4868.07,Standard operational expense,9,1,Normal
6220,2020-04-18,8,Vendor_42,8722.9,Standard operational expense,4,1,Normal
6221,2020-07-26,7,Vendor_41,14198.32,Standard operational expense,7,1,Normal
6222,2024-08-31,7,Vendor_90,13976.45,Standard operational expense,8,1,Normal
6223,2024-08-29,7,Vendor_7,7820.2,Standard operational expense,8,1,Normal
6224,2021-06-21,1,Vendor_67,1582.14,Standard operational expense,6,1,Normal
6225,2022-07-16,5,Vendor_94,255.37,Standard operational expense,7,1,Normal
6226,2019-11-16,3,Vendor_59,11069.94,Standard operational expense,11,1,Normal
6227,2020-12-13,2,Vendor_21,13830.75,Standard operational expense,12,1,Normal
6228,2018-01-16,8,Vendor_83,1809.57,Standard operational expense,1,1,Normal
6229,2023-03-19,1,Vendor_42,4706.1,Standard operational expense,3,1,Normal
6230,2024-11-25,6,Vendor_92,34087.44,Emergency Year-end Fund Utilization,11,1,Normal
6231,2020-10-23,7,Vendor_44,14792.87,Standard operational expense,10,1,Normal
6232,2024-01-12,3,Vendor_32,8502.8,Standard operational expense,1,1,Normal
6233,2018-04-09,5,Vendor_20,12634.09,Standard operational expense,4,1,Normal
6234,2023-12-11,8,Vendor_2,12869.12,Standard operational expense,12,1,Normal
6235,2018-03-09,3,Vendor_4,14254.42,Standard operational expense,3,1,Normal
6236,2022-06-20,1,Vendor_30,13652.32,Standard operational expense,6,1,Normal
6237,2024-03-27,8,Vendor_17,14445.52,Standard operational expense,3,1,Normal
6238,2024-10-07,6,Vendor_96,55678.26,Emergency Year-end Fund Utilization,10,1,Normal
6239,2021-03-21,4,Vendor_95,3382.78,Standard operational expense,3,1,Normal
6240,2024-01-04,5,Vendor_52,6570.47,Standard operational expense,1,1,Normal
6241,2020-01-02,1,Vendor_60,2082.99,Standard operational expense,1,1,Normal
6242,2022-06-22,3,Vendor_53,118.53,Standard operational expense,6,1,Normal
6243,2021-02-11,7,Vendor_63,244.99,Standard operational expense,2,1,Normal
6244,2022-05-12,5,Vendor_82,7024.63,Standard operational expense,5,1,Normal
6245,2024-06-20,8,Vendor_71,6439.33,Standard operational expense,6,1,Normal
6246,2024-12-24,6,Vendor_48,60831.9,Emergency Year-end Fund Utilization,12,1,Normal
6247,2020-06-02,3,Vendor_23,13516.13,Standard operational expense,6,1,Normal
6248,2024-02-07,5,Vendor_13,2964.26,Standard operational expense,2,1,Normal
6249,2023-11-18,6,Vendor_68,3104.88,Emergency Year-end Fund Utilization,11,1,Normal
6250,2019-01-17,8,Vendor_28,13079.87,Standard operational expense,1,1,Normal
6251,2024-08-31,7,Vendor_75,10575.65,Standard operational expense,8,1,Normal
6252,2018-02-19,2,Vendor_20,10439.69,Standard operational expense,2,1,Normal
6253,2020-09-30,4,Vendor_72,9294.11,Standard operational expense,9,1,Normal
6254,2018-12-05,5,Vendor_85,4802.64,Standard operational expense,12,1,Normal
6255,2023-02-17,1,Vendor_25,1718.87,Standard operational expense,2,1,Normal
6256,2021-08-06,1,Vendor_75,11409.93,Standard operational expense,8,1,Normal
6257,2020-09-24,1,Vendor_34,6556.8,Standard operational expense,9,1,Normal
6258,2018-09-20,7,Vendor_75,14604.69,Standard operational expense,9,1,Normal
6259,2022-10-26,3,Vendor_81,9155.07,Standard operational expense,10,1,Normal
6260,2021-10-11,3,Vendor_45,10570.89,Standard operational expense,10,1,Normal
6261,2021-11-02,5,Vendor_14,11931.48,Standard operational expense,11,1,Normal
6262,2023-09-16,5,Vendor_46,1987.86,Standard operational expense,9,1,Normal
6263,2022-08-03,5,Vendor_18,14964.49,Standard operational expense,8,1,Normal
6264,2024-05-05,4,Vendor_54,9739.79,Standard operational expense,5,1,Normal
6265,2021-06-19,8,Vendor_98,1825.94,Standard operational expense,6,1,Normal
6266,2022-12-25,8,Vendor_71,6442.24,Standard operational expense,12,1,Normal
6267,2020-04-14,5,Vendor_68,11026.39,Standard operational expense,4,1,Normal
6268,2021-11-17,7,Vendor_63,11570.88,Standard operational expense,11,1,Normal
6269,2022-10-14,6,Vendor_13,2454.83,Standard operational expense,10,1,Normal
6270,2018-01-17,7,Vendor_43,13521.65,Standard operational expense,1,1,Normal
6271,2024-03-09,3,Vendor_72,14990.36,Standard operational expense,3,1,Normal
6272,2018-10-11,5,Vendor_97,5209.25,Standard operational expense,10,1,Normal
6273,2020-01-07,7,Vendor_91,6955.54,Standard operational expense,1,1,Normal
6274,2021-09-25,1,Vendor_19,4769.82,Standard operational expense,9,1,Normal
6275,2021-04-13,5,Vendor_67,2945.44,Standard operational expense,4,1,Normal
6276,2021-03-11,7,Vendor_86,760.55,Standard operational expense,3,1,Normal
